web-scraper-order,web-scraper-start-url,item
"1566203434-971","https://study.baidu.com/tiku","[题目]
黄某从A地乘汽车去B地,但车到中途车主便以车坏了为由让黄某下车,黄某被扔在半路并且车主不肯退还车费。黄某气愤之余,向人民法院起诉车主并要求赔偿损失,但黄某因证据不足而败诉。1.案例中的黄某应该需要什么样的证据?谁承担举证责任?1.黄某为什么败诉?从案例中我们可以得到什么启示?题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】本题以生活中的侵权案件为背景,考查学生对证据重要性的认识以及民事诉讼中举证责任的认识。案例中黄某起诉,必须承担举证责任;之所以最终败诉,是因为没有提供充足的证据。【分析】本题以生活中的侵权案件为背景,考查学生对证据重要性的认识以及民事诉讼中举证责任的认识。案例中黄某起诉,必须承担举证责任;之所以最终败诉,是因为没有提供充足的证据。知识点：
[知识点：]
法律救济"
"1566203434-1016","https://study.baidu.com/tiku","[题目]
有人认为，劳动者有休息休假的权利，企业让劳动者加班加点是违法行为。这种观点正确吗？为什么？题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
劳动就业与守法经营"
"1566203434-941","https://study.baidu.com/tiku","[题目]
山东农民工小李在广东打工,与房东因房租发生纠纷。于是小李在春节回家期间,向自己所在县人民法院提出诉讼请求。法院接到诉状后,经审查认为不符合条件,裁定不予受理。1.法院为什么不受理小李的诉讼请求?1.法院在接到诉状后,要从哪些方面判定起诉是否成立?题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】本题以农民工小李与房东的房租纠纷为背景,考查学生对起诉地域管辖以及起诉是否符合法律规定的条件的认识。第(1)问,根据民事诉讼采取“原告就被告”原则回答;第(2)问从管辖范围、原告与本案的利害关系、被告的明确性和诉讼请求的具体性四个角度回答【点评】本题主要考查法律救济，需要考生对基础知识熟练掌握。【分析】本题以农民工小李与房东的房租纠纷为背景,考查学生对起诉地域管辖以及起诉是否符合法律规定的条件的认识。第(1)问,根据民事诉讼采取“原告就被告”原则回答;第(2)问从管辖范围、原告与本案的利害关系、被告的明确性和诉讼请求的具体性四个角度回答【点评】本题主要考查法律救济，需要考生对基础知识熟练掌握。知识点：
[知识点：]
法律救济"
"1566203434-1058","https://study.baidu.com/tiku","[题目]
《中华人民共和国合同法》第六十条：当事人应当按照约定全面履行自己的义务。当事人应当遵循诚实信用原则，根据合同的性质、目的和交易习惯履行通知、协助、保密等义务。

《中华人民共和国合同法》第六十一条：合同生效后，当事人就质量、价款或者报酬、履行地点等内容没有约定或者约定不明确的，可以协议补充；不能达成补充协议的，按照合同有关条款或者交易习惯确定。
《中华人民共和国合同法》的上述两条内容要求我们在履行合同中应当坚持哪些原则？题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-1047","https://study.baidu.com/tiku","[题目]
2013年4月,南京市民于先生到南京市民卡公司城中营业厅,要求退还一张IC卡。结果,工作人员告知他,他的卡有折弯,不能办理退卡,只能办理退资。另外,根据《记名卡办理规定》,退资还要收取卡中余额10%的手续费。于先生认为,市民卡公司的《记名卡办理规定》是未经与用户协商、单方制定的“霸王条款”。于是,于先生向法院提起诉讼,请求判令市民卡公司退还退卡时收取的8元手续费,并确认收取10%手续费的条款无效。

运用所学法律知识,分析该诉讼属于什么类型的诉讼?该种诉讼的侧重点是什么?题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济"
"1566203434-1071","https://study.baidu.com/tiku","[题目]
张大爷对张某夫妇的行为可以采取的措施有(　　)
①请居委会调解　②请张某所在单位劝阻、调解　③向法院起诉　④让儿子与儿媳离婚A①②④B②③④C①③④D①②③题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：知识点：
[知识点：]
家庭与婚姻"
"1566203434-1037","https://study.baidu.com/tiku","[题目]
阅读材料,回答问题:

浙江省第十二届人民代表大会第一次会议听取和审查了省高级人民法院工作报告。会议认为,五年来,全省各级人民法院认真履行宪法和法律赋予的职能,各项工作取得了新的进展和成效。会议要求,省高级人民法院要高举中国特色社会主义伟大旗帜,以邓小平理论、“三个代表”重要思想、科学发展观为指导,牢固树立社会主义法治理念,大力弘扬社会主义法治精神,深化“八项司法”,顺应人民群众新期待,在坚持严格司法中维护社会公平正义,在依法履行职责中推进平安浙江、法治浙江建设,在强化司法为民中保护群众合法权益,在深化司法改革中完善工作机制,在加强队伍建设中提升司法公信,充分发挥审判机关职能作用,为建设物质富裕精神富有现代化浙江提供有力司法保障。
结合材料,说明我国法律的作用。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
生活在社会主义法治国家"
"1566203434-1091","https://study.baidu.com/tiku","[题目]
某网络音乐直播平台主播向其粉丝索要“打赏”。13岁的中学生小S在不足两个月的时间里，将妈妈微信钱包中的25万元陆续转账给该主播。对此事下列认识正确的是（    ）A网络主播公开向粉丝索要财物，构成诈骗罪B家长疏于对未成年人的监护，只能承担损失C小S与主播是自愿交易，愿打愿挨，无可厚非D小S未满16周岁属于无完全民事行为能力人，家长可通过法律渠道追回钱款题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：知识点：
[知识点：]
家庭与婚姻"
"1566203434-1083","https://study.baidu.com/tiku","[题目]
小刘和残疾人小赵在结婚10年后协议离婚，但在财产分配上发生争议。依据婚姻法规定，归小赵个人财产的是（  ）A结婚期间小赵的20万元工资B小赵获得的残疾人生活补助费C婚礼上朋友赠与小赵的一部摄像机D结婚期间小赵单位分发的一套住房题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：知识点：
[知识点：]
民事权利和义务"
"1566203434-990","https://study.baidu.com/tiku","[题目]
王某与李某在A市打工相恋，两人的户籍不在A市，两人打算结婚，但如何办理结婚登记不明确。1.请结合所学知识，说说该如何办理结婚登记？1.两人能否在A市申请结婚登记？题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】本题考查结婚的程序。第(1)问，先回答登记程序分三步，然后再对每步进行分析。第(2)问，依据相关法律文件判断，两人是否具备在A市结婚的条件。

【点评】本题主要考查家庭与婚姻，需要考生对基础知识熟练掌握。【分析】本题考查结婚的程序。第(1)问，先回答登记程序分三步，然后再对每步进行分析。第(2)问，依据相关法律文件判断，两人是否具备在A市结婚的条件。

【点评】本题主要考查家庭与婚姻，需要考生对基础知识熟练掌握。知识点：
[知识点：]
家庭与婚姻"
"1566203434-980","https://study.baidu.com/tiku","[题目]
深圳市汤姆逊数码科技有限公司2009年推出了两款MP5新产品，并先后获得专利权。由于市场销售势头很好，不久竟有近百家企业对两款产品进行仿冒，汤姆逊公司估计由此造成的经济损失在500万元以上。

请根据材料回答下列问题：1.我国专利法规定的专利有几种？你认为MP5应该属于哪种？

们的专利权？1.请你根据所学知识，为深圳市汤姆逊数码科技有限公司出谋划策，谈一谈该怎样维护他题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】本题考查专利的种类以及专利人如何保护自己的专利权。第（1）问不难回答，只要说明我国有几类专利，然后指出MP5新产品属于哪一种即可；第（2）问，要根据我国专利法的规定，具体分析该公司如何依法维护自己的专利权。【点评】本题主要民事权利和义务，需要考生对基础知识熟练掌握。【分析】本题考查专利的种类以及专利人如何保护自己的专利权。第（1）问不难回答，只要说明我国有几类专利，然后指出MP5新产品属于哪一种即可；第（2）问，要根据我国专利法的规定，具体分析该公司如何依法维护自己的专利权。【点评】本题主要民事权利和义务，需要考生对基础知识熟练掌握。知识点：
[知识点：]
民事权利和义务"
"1566203434-959","https://study.baidu.com/tiku","[题目]
（2016•新课标Ⅲ）阅读材料，完成下列要求。
“互联网+”代表这样一种新的经济形态，即通过互联网的深度广泛应用实现产业发展。
材料一
2014年2月，以习近平为组长的中央网络安全和信息化领导小组宣告成立。
2016年3月，十二届全国人大四次会议通过的我国《十三五规划纲要》提出，实施“互联网+”行动计划，促进互联网深度广泛应用，形成网络化、智能化、服务化、协同化的产业发展新形态。
国家发改委提请全国人大审议的报告提出，推进“互联网+”行动，实施大数据开放创新工程，建设高速、移动、安全、泛在的新一代信息基础设施，深入实施信息惠民工程，完善电信普遍服务机制。
材料二
随着我国城市的发展，“停车难，停车贵”的问题日益突出。据统计，北京上海广州深圳四大城市停车位的平均缺口率达76.3%，同事停车场泊位平均空置率高达44.6%。某地运用化联网技术、大数据和云计算，整合线下停车场资源，建成智慧停车系统，将车牌号与车主手机捆绑，提供周边车位查询→抬杆放行→导航定位→停车缴费的全程智能解决方案（见图8）。
1.运用政治生活知识，说明国家应如何为“互联网+”行动计划的实施提供支持和保障。1.结合材料二和所学经济知识，分析“互联网+停车”智慧系统的应用所能带来的经济效益和社会效益。题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济,影响(均衡)价格的因素,收入分配方式对效率、公平的影响,消费类型,政府依法行政的意义和要求"
"1566203434-1066","https://study.baidu.com/tiku","[题目]
我国公民在法律上既是权利的主体，又是义务的主体。（  ）题型: 判断题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
民事权利和义务"
"1566203434-1023","https://study.baidu.com/tiku","[题目]
刘某在一商场购物时，与售货员张某发生争执，之后发展为相互撕扯。此时，正在执勤的民警李某赶到，将刘某带到商场治安室肆意殴打。由于伤势严重，加之抢救不及时，刘某落下终身残疾。刘某一面提起刑事诉讼，一面向李某所在派出所的上级主管机关某市公安局申请赔偿，该市公安局以李某行为系个人行为，与行使职权无关为由，对刘某的赔偿请求一直未予答复。

你认为刘某该怎样提起诉讼?为什么?题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济"
"1566203434-1062","https://study.baidu.com/tiku","[题目]
小周于2010年10月1日应聘到一家技术公司担任部门经理一职，签订了3年的劳动合同，合同条款之一是：“在合同期内不得结婚，否则公司有权提前解除合同。”2011年5月1日，在征得公司同意的前提下，小周结婚。2012年3月，由于金融危机的影响，公司进行裁员，公司便以小周违约结婚为由，要求提前解除劳动合同。

公司提前解除劳动合同是否合法，为什么？题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
劳动就业与守法经营"
"1566203434-1085","https://study.baidu.com/tiku","[题目]
被告人的近亲属提出上诉，需要先征得________的同意。(　　)A起诉的人民检察院B原审人民法院C被告人D被害人题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：C解析：知识点：
[知识点：]
法律救济"
"1566203434-1019","https://study.baidu.com/tiku","[题目]
甲企业向乙企业发出愿以每套1万元的优惠价格出售10套设备的电子邮件，乙复电提出购买20套，并希望在10天内收到货，货到寄款。10天后，乙企业未得到消息，与甲企业发生争议。

甲、乙两企业是谁违背了买卖合同？为什么？题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-1017","https://study.baidu.com/tiku","[题目]
2013年4月,某镇一户农民私自建房被镇政府责令限期拆除,该农民不服,于是将镇政府告上法庭。法院判决认为,农民未经批准非法占用土地兴建住宅,必须由县级以上人民政府土地行政主管部门限期拆除,镇政府的“限拆令”超越了其法定职权。

评析国家机关和农民的行为。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
民事权利和义务"
"1566203434-1069","https://study.baidu.com/tiku","[题目]
根据刑事诉讼法的规定，符合法律援助条件的有(   )
①公诉人出庭公诉的案件，被告人因经济困难或者其他原因没有委托辩护人的
②被告人是盲、聋、哑或者未成年人而没有委托辩护人的
③被告人可能被判处死刑而没有委托辩护人的
④本人不熟悉法律又没有委托辩护人的A①②③④B①②③C①②④D②③④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：知识点：
[知识点：]
法律救济"
"1566203434-995","https://study.baidu.com/tiku","[题目]
王某和张某是邻居。一天，王某的院子里有一棵大树因下雨被大风刮倒，把张某家的厨房砸坏，事后张某请建筑工人修理厨房花了1 200元，王某也没有表示要承担责任的意思。张某很生气，想获得赔偿，但又不想“打官司”。1.张某为什么不想打官司？1.你认为他可以通过什么方式解决纠纷？题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济"
"1566203434-992","https://study.baidu.com/tiku","[题目]
庄春华居住的巷子经常有污水流淌。于是庄春华未和隔壁庄永华商量便在巷子里砌了道隔墙。这一下污水是进不来了，但引起邻居庄永华的强烈反映：你怎么有权随便砌隔墙自己独用？这不成了你自家的巷子了吗？两家矛盾遂起。1.解决纠纷的途径有哪些？1.两户邻居应该使用哪些途径最快捷迅速地解决这件事情？题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济"
"1566203434-979","https://study.baidu.com/tiku","[题目]
2013年，某县中医院为宣传医院治疗技术，在未取得患者及其家属同意的情况下，把患者王某在该医院就诊时的一张照片放在医院宣传栏中公开展出。王某及其家属在与医院交涉无果的情况下，愤然上诉至法院。1.本案中，该县中医院侵犯了王某的何种权利？为什么？1.该医院应承担哪些法律责任？题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】我国公民享有肖像权，未经本人同意，不得以营利为目的使用公民的肖像，公民对自己的肖像享有再现、使用和排除他人侵害的权利。该医院并未经过王某的同意，造成了侵权事实。【点评】本题主要民事权利和义务，需要考生对基础知识熟练掌握。【分析】我国公民享有肖像权，未经本人同意，不得以营利为目的使用公民的肖像，公民对自己的肖像享有再现、使用和排除他人侵害的权利。该医院并未经过王某的同意，造成了侵权事实。【点评】本题主要民事权利和义务，需要考生对基础知识熟练掌握。知识点：
[知识点：]
民事权利和义务"
"1566203434-985","https://study.baidu.com/tiku","[题目]
据某媒体报道：某公司生产的婴儿护肤品质量不合格，许多婴儿使用后出现皮肤过敏等症状。从民事法律角度回答下列问题：1.上述案例中婴儿的什么权利受到了侵害？厂家应承担什么责任？1.有关媒体报道了这一事件，为什么并没有侵犯厂家的名誉权？题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
民事权利和义务"
"1566203434-973","https://study.baidu.com/tiku","[题目]
甲厂与张某签订为期两年的劳动合同。劳动合同期满，双方未续订劳动合同。由于双方债务尚未结清，甲厂未将张某档案材料及时转出。一年以后，张某认为档案材料仍在甲厂，双方仍存在劳动关系，要求甲厂给付一年基本生活费。甲厂认为随着劳动合同期满而终止劳动关系，不同意给付基本生活费。为此，张某向当地劳动争议仲裁委员会提出仲裁申请，要求甲厂给付一年基本生活费。1.甲厂与张某是否存在劳动关系？1.甲厂是否应给付张某一年基本生活费？1.劳动争议仲裁委员会应当如何裁决张某的仲裁申请？题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】本题主要考查劳动合同的有效期(劳动合同是否终止)。回答问题时，应以甲厂与张某的劳动合同是否终止为前提进行分析、组织答案。【点评】本题主要考查世界是永恒发展的，需要考生对基础知识熟练掌握。【分析】本题主要考查劳动合同的有效期(劳动合同是否终止)。回答问题时，应以甲厂与张某的劳动合同是否终止为前提进行分析、组织答案。【点评】本题主要考查世界是永恒发展的，需要考生对基础知识熟练掌握。【分析】本题主要考查劳动合同的有效期(劳动合同是否终止)。回答问题时，应以甲厂与张某的劳动合同是否终止为前提进行分析、组织答案。【点评】本题主要考查世界是永恒发展的，需要考生对基础知识熟练掌握。知识点：
[知识点：]
劳动就业与守法经营"
"1566203434-982","https://study.baidu.com/tiku","[题目]
犯罪嫌疑人张某(男，16岁)、陈某(男，15岁)为在校高中生，因张某父亲没收了张某的手机，张某遂产生抢一部手机的念头。2012年4月8日14时许，张某伙同陈某以及另外一名同学匡某(未获)，来到青岛市某中学附近，抢劫学生甲12元钱，抢劫学生乙一部黑色摩托罗拉翻盖手机。6月3日因涉嫌抢劫罪被公安机关拘留。检察院邀请司法局法律援助中心律师对本案中两名未成年犯罪嫌疑人进行同步法律援助，检察院还联系学校、家庭一起制定了帮教计划，继续做好后续的帮教工作。1.什么是法律援助？1.结合上述材料谈谈对未成年犯罪嫌疑人实施同步法律援助的意义。题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】知道什么是法律援助及其意义。【点评】本题主要考查法律救济，需要考生对基础知识熟练掌握。【分析】知道什么是法律援助及其意义。【点评】本题主要考查法律救济，需要考生对基础知识熟练掌握。知识点：
[知识点：]
法律救济"
"1566203434-948","https://study.baidu.com/tiku","[题目]
张先生婚后多年无子，遂与李女士签订合同，约定李某和他生一个孩子，他支付给李某10万元。一年后，李某生下了她和张先生的孩子，但张先生在孩子出生前夕因车祸去世。孩子出生后不久，李某手持合同找到张先生的妻子王某，要求其如约支持报酬。王某认为该合同无效，拒绝支付。李某又提出孩子有继承张先生遗产的权利。王某称虽然孩子是张先生的骨肉，但张先生生前没有留下遗嘱，遗产怎么分配自已说了算。1.张先生和李某签订的合同是否有效？1.从实体法上说，该孩子是否有继承张先生遗产的权利？题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-934","https://study.baidu.com/tiku","[题目]
甲将一辆汽车以18 万元卖给乙，乙付清全款，双方约定七日后交付该车并办理过户手续，丙并不知情。第二天甲以21万元卖给了丙，并与丙办理了过户手续。乙起诉甲、丙，要求判令汽车归己所有，并赔偿因不能及时使用汽车而发生的损失。结合材料，运用《生活中的法律常识》中的相关知识，回答下列问题：1.乙和丙谁取得该车辆的所有权，并指出理由。1.未取得所有权的一方与甲签订的合同是否有效？ 并说明理由。题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-1004","https://study.baidu.com/tiku","[题目]
张某与某企业签订了为期5年的劳动合同。在劳动合同履行过程中，企业未与张某协商，单方决定改变了张某的工作岗位。张某不同意企业的决定，并以不上班来抵制。后来企业以张某连续旷工两周为由要求解除与其订立的劳动合同。
运用劳动合同的知识分析张某和企业的行为。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
劳动就业与守法经营"
"1566203434-1022","https://study.baidu.com/tiku","[题目]
简述合同无效的情形。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-972","https://study.baidu.com/tiku","[题目]
阅读材料，回答问题
情景一：老张计划携全家去九寨沟旅行，提前与旅行社签订了合同。汶川地震灾难发生后，旅行社通知老张原定出团计划取消。老张同意取消，但认为旅行社应当支付违约金，被旅行社拒绝。
情景二：小张与某房地产公司签订了购房合同，约定购买银都花园的一套公寓，年底交付使用，并约定了迟交房的违约金。但直到次年6月，某房地产公司才发出“入住通知书”。小张要求该公司依约承担逾期交楼的违约责任，支付违约金。某房地产公司则称延期交楼是因为连绵雨天影响工期，属不可抗力，因而拒绝支付违约金。1.你认为以上违约行为是否应当承担违约责任？为什么？1.如要承担违约责任,应当承担什么样的违约责任？题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-1049","https://study.baidu.com/tiku","[题目]
“五一”期间，某商场搞了一次大规模的促销活动，发布广告称部分商品八折出售。消费者宋女士购买了一台洗衣机，3天后因质量问题不能正常工作，宋女士找到该商场解决问题。令宋女士没想到的是，得到的答复是打折商品不负责“三包”。后经有关部门查明，该商场是先将部分商品提价，然后又以八折出售。

试用法律常识的有关知识对该商场行为进行分析。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
劳动就业与守法经营"
"1566203434-1013","https://study.baidu.com/tiku","[题目]
许某因涉嫌在A市B区故意杀人，经B区公安局批准逮捕，B区人民检察院以许某犯故意杀人罪向B区人民法院提起公诉。经过公开审理，B区人民法院判处许某无期徒刑。许某不服，自收到判决书后的第13天向上一级人民法院提出上诉。二审法院开庭审理，认为原判决认定事实没有错误，但量刑不当，因而改判许某死刑。

请指出这段叙述中的几处错误，并简要说明理由。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济"
"1566203434-1051","https://study.baidu.com/tiku","[题目]
《威尼斯商人》中狡诈的夏洛克与安东尼奥约定，若在三个月期限内未能清偿债务，就要由夏洛克在安东尼奥“心口所在的附近取一磅肉……”

请结合所学的相关法律常识分析：在现实生活中，“安东尼奥”们与“夏洛克”们能否签订这样的合同？是不是只要意思表示一致，都能签订合同？题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-965","https://study.baidu.com/tiku","[题目]
2014年4月10日，浙江省温州市中级人民法院对原告李道之、上海班提酒业有限公司诉卡斯特兄弟简化股份有限公司等侵害商标权纠纷一案作出一审宣判。  温州中院经审理认为，法国卡斯特公司明知卡斯特商标为李道之所持有，仍在其出口至中国的葡萄酒上使用卡斯特文字商标，侵害了原告的商标权。遂判决被告立即停止侵犯涉案商标权，并于相关报刊上刊登本判决主要内容，赔偿原告经济损失33
734 546.26元。1.温州中院为什么要作出如上判决？1.我国对注册商标的有效期是怎样规定的？题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：【分析】本题考查商标的有关知识，回答此题一定要结合材料。【点评】本题主要民事权利和义务，需要考生对基础知识熟练掌握。【分析】本题考查商标的有关知识，回答此题一定要结合材料。【点评】本题主要民事权利和义务，需要考生对基础知识熟练掌握。知识点：
[知识点：]
民事权利和义务"
"1566203434-988","https://study.baidu.com/tiku","[题目]
阅读材料，完成下列要求。
    粉丝经济泛指架构在粉丝和被关注者关系之上的经营性创收行为，是一种通过提升用户黏性并以口碑营销形式获取经济利益与社会效益的商业运作模式。
材料一：根据天猫4亿多活跃用户的消费大数据分析，当前消费趋势正在改变：以低价竞争和流量红利获得增长的电商1.0时代早已过去，以品质消费为代表的电商2.0时代仍在继续。“实物+虚拟”消费体验升级的粉丝经济，揭开了电商3.0时代的序幕，并从商品实物消费向娱乐、文化等虚拟消费延伸，呈现出一些新的发展动向：互动化即商家让粉丝参与产品研发、市场运营，满足粉丝全新的参与式消费心态；IP（知识财产）化即形成了“IP—粉丝—品牌—消费者”互动的新生态产业链条等。
材料二：我国的粉丝经济在快速发展的同时，也出现了一些问题：在粉丝经济的巨大诱惑下，有不少第三方服务平台利用微博微信出售虚假粉丝，形成一个倒卖粉丝的灰色经济链条，有可能造成个人信息泄露、盗用他人信息等；还有一些“网红”用说脏话、放大负面情绪“吸睛”等。对此，有分析人士指出，粉丝经济不能只靠资本投入和商业炒作，还要关注社会效益，让粉丝经济成为“正能量经济”。1.结合材料一和所学经济知识，谈谈粉丝经济发展的意义。1.结合材料二，从经济生活角度说明国家应如何解决粉丝经济发展中存在的问题。1.让粉丝经济成为“正能量经济”需要每一个人的努力。请你就如何做一个正能量粉丝提两条合理化建议。题型: 材料分析题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
市场秩序,消费对生产的反作用,劳动就业与守法经营"
"1566203434-1090","https://study.baidu.com/tiku","[题目]
判断一桩婚姻是否合法有效,依据法律规定主要是看是否(　　)
①符合法定的结婚条件                 ②进行婚前体检
③按照习俗举行婚礼                   ④履行结婚登记程序A①②B①④C①③D③④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：知识点：
[知识点：]
家庭与婚姻"
"1566203434-999","https://study.baidu.com/tiku","[题目]
为给职工发放中秋节礼物，甲公司向乙公司发出一份传真：简装月饼150份，每份价格120元，于中秋节前2天送达。乙公司回复甲公司：因为生产紧张，如果能够延迟1天送货，可以每份月饼优惠10元。甲公司收到乙公司的回复后没有给予答复。中秋节前1天，乙公司组织人送货到甲公司，要求甲公司验货付款，甲公司予以拒绝。1.甲、乙两公司之间的合同关系是否成立？为什么？1.甲、乙两公司间的经济纠纷，可以通过哪些非诉讼途径解决？题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
"1566203434-1033","https://study.baidu.com/tiku","[题目]
朱先和今年13岁，初一学生，父母几年前到深圳打工，只有到春节时回家看看，平时都由爷爷奶奶照顾。由于爷爷奶奶年事已高，没有精力管教他，朱先和养成了逃学、迷恋上网、打架斗殴等坏习惯。最近在校内，因一件小事将同学李小民的胳膊打断。李小民花去了3 000多元医药费。李小民的父母向朱先和的父母索要医药费，朱先和的父母却以孩子年纪小、不懂事，自己不知情为由拒不支付医药费。无奈，李小民的父母将朱先和的父母告上法庭，要求朱先和的父母支付医药费。

假如你是法官，你将如何判决？并请说明判决理由。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
家庭与婚姻"
"1566203434-1055","https://study.baidu.com/tiku","[题目]
王明准备将自己的数码相机卖给李晓。双方协商售价为2 800元，李晓当即预付1 000元。双方约定过10天李晓付清余款1 800元后，把数码相机拿走。不料第三天发生地震，数码相机被砸坏。李晓得知此事后要求王明归还1 000元，而王明认为数码相机已卖给了李晓，这段时间只是代管，不仅不同意退还1 000元，还要求李晓继续支付1 800元余款。
假如王、李二人找你帮助协商解决，请你谈谈处理本案的意见及理由。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
民事权利和义务"
"1566203434-1036","https://study.baidu.com/tiku","[题目]
王刚参加某旅行社组织的自费出国旅游。在旅游中，王刚乘坐摩托艇时遇风浪撞击造成腰部受伤，经鉴定为十级伤残，花去医疗费四万多元，王刚家人与旅行社多次协商，但是索赔未果。

王刚要起诉旅行社获得人身损害赔偿，本案应由谁举证？如何举证？属于哪一种类的证据？题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
法律救济"
"1566203434-1011","https://study.baidu.com/tiku","[题目]
同2013年5月，王东请某装修公司为自己装修新房。双方口头约定装修的价格、质量、项目、材料等内容。装修完毕后，王东发现装修公司所用木料质量差，要求公司换材料重新装修，遭到装修公司拒绝。双方发生争执，王东把装修公司告上法院，法院审理后以证据不足驳回王东的诉讼请求。

运用合同的有关知识谈谈你对上述案例的看法。题型: 简答题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：解析：知识点：
[知识点：]
信守合同与违约"
